design,rep,method,frobenius_relative,realized_variance,calibration
ar1_gaussian,7,structured_q0,0.36521497846099943,1.41110417702009e-06,0.6974456182049092
ar1_gaussian,7,residual_qr_50,0.3652864552040428,1.4649770423981293e-06,0.761075347541946
ar1_gaussian,8,sample,0.5884227342786945,1.92010639768765e-06,1.1725548503463308
ar1_gaussian,8,ledoit_wolf,0.5905561933659178,1.8340312273171086e-06,1.0336739570018196
ar1_gaussian,8,oas,0.5905522276664451,1.834181725771593e-06,1.0339256265034231
ar1_gaussian,8,pca4,0.5864667644936254,1.45236997138677e-06,0.9121952089736588
ar1_gaussian,8,structured_q0,0.5884701192049064,1.4736503650829984e-06,0.8711588303061569
ar1_gaussian,8,residual_qr_50,0.5884131740424497,1.5970836913396326e-06,0.9289496898539568
ar1_gaussian,9,sample,0.6514964480969572,2.476520060684054e-06,1.7527841609582144
ar1_gaussian,9,ledoit_wolf,0.6513559869454667,2.405718774259245e-06,1.550029245230404
ar1_gaussian,9,oas,0.6513624968581844,2.4118638166300423e-06,1.568242735052297
ar1_gaussian,9,pca4,0.6499707874296786,2.118903784635124e-06,1.4232872711284597
ar1_gaussian,9,structured_q0,0.6514625781072403,2.1063162609961113e-06,1.3198773764454532
ar1_gaussian,9,residual_qr_50,0.6514479728278745,2.1986630382950853e-06,1.4087299699194453
ar1_gaussian,10,sample,0.5234248374676489,2.3208425668105935e-06,1.397420619274413
ar1_gaussian,10,ledoit_wolf,0.5248745690272966,2.2773052254495314e-06,1.278693092643549
ar1_gaussian,10,oas,0.5249587066499929,2.274962667323282e-06,1.2719883502837792
ar1_gaussian,10,pca4,0.5206166064939137,2.01444176187397e-06,1.1070213891869924
ar1_gaussian,10,structured_q0,0.5236126512079937,2.037241763383983e-06,1.0443127012233868
ar1_gaussian,10,residual_qr_50,0.5234404334244507,2.097143538132148e-06,1.1179208661686344
ar1_gaussian,11,sample,0.7153429533651134,2.8157274636548786e-06,1.8412769308495733
ar1_gaussian,11,ledoit_wolf,0.7034985212528138,2.75095372133977e-06,1.6711392607134299
ar1_gaussian,11,oas,0.7027888762030368,2.746783998840646e-06,1.6600371289327933
ar1_gaussian,11,pca4,0.7210027647945649,2.2288673823101356e-06,1.1987300345204337
ar1_gaussian,11,structured_q0,0.7158491638286094,2.247389351601052e-06,1.1311648157557763
ar1_gaussian,11,residual_qr_50,0.7154797851439213,2.4349107150042366e-06,1.3360718786366863
ar1_gaussian,12,sample,0.5156661739010063,2.5117289691900708e-06,1.0914084905752022
ar1_gaussian,12,ledoit_wolf,0.5136075872777113,2.4710129969162832e-06,1.0116084193421073
ar1_gaussian,12,oas,0.5135029484157744,2.4687165651916057e-06,1.0068386490993098
ar1_gaussian,12,pca4,0.515643558119769,2.33806470345512e-06,1.044210422756331
