fold_id,training_days,training_start,training_end,test_start,test_end,panel_a_fold_id,selected_count,selected_drivers,method,chosen_alpha,portfolio_constraint,predicted_variance,realized_variance,realized_annualized_volatility,realized_to_predicted_ratio,qlike,gross_exposure,max_abs_weight,turnover,initial_formation,eigen_floor_activated,net_mean_return_5bps,net_annualized_volatility_5bps,rebalance_cost_5bps,net_mean_return_10bps,net_annualized_volatility_10bps,rebalance_cost_10bps,net_mean_return_20bps,net_annualized_volatility_20bps,rebalance_cost_20bps
1,252,2010-07-02T00:00:00,2011-09-28T00:00:00,2011-09-29T00:00:00,2012-04-03T00:00:00,14,3,Cboe Volatility Index | S&P/BMV IPC | EUR-SEK X-RATE,equal_weight,,unconstrained,0.00022422578147950764,0.00023049543627625175,0.24100798729837863,1.0279613466184623,-7.3748957141008225,1.0000000000000002,0.006666666666666667,1.0000000000000002,True,False,0.0020695638506004936,0.24100798729837863,0.0,0.0020695638506004936,0.24100798729837863,0.0,0.0020695638506004936,0.24100798729837863,0.0
1,252,2010-07-02T00:00:00,2011-09-28T00:00:00,2011-09-29T00:00:00,2012-04-03T00:00:00,14,3,Cboe Volatility Index | S&P/BMV IPC | EUR-SEK X-RATE,sample_covariance,,unconstrained,9.919073122096356e-06,0.00010017136221958634,0.15888103498950326,10.098863168619886,-1.4221879076854993,6.952027854219484,0.20973542862898015,6.952027854219484,True,False,0.0010089762798199703,0.15888103498950326,0.0,0.0010089762798199703,0.15888103498950326,0.0,0.0010089762798199703,0.15888103498950326,0.0
1,252,2010-07-02T00:00:00,2011-09-28T00:00:00,2011-09-29T00:00:00,2012-04-03T00:00:00,14,3,Cboe Volatility Index | S&P/BMV IPC | EUR-SEK X-RATE,ridge_10pct,,unconstrained,2.0632315789972864e-05,4.362947498101823e-05,0.10485527023100266,2.114618418268966,-8.674033565399117,3.681339254879923,0.09917342960324416,3.681339254879923,True,False,0.0006490626036774892,0.10485527023100266,0.0,0.0006490626036774892,0.10485527023100266,0.0,0.0006490626036774892,0.10485527023100266,0.0
1,252,2010-07-02T00:00:00,2011-09-28T00:00:00,2011-09-29T00:00:00,2012-04-03T00:00:00,14,3,Cboe Volatility Index | S&P/BMV IPC | EUR-SEK X-RATE,ledoit_wolf,,unconstrained,1.596940809554429e-05,5.6242944499255785e-05,0.11905134192361067,3.521917917230034,-7.522917742716775,4.650111117406652,0.13302758575111326,4.650111117406652,True,False,0.0007823118840977474,0.11905134192361067,0.0,0.0007823118840977474,0.11905134192361067,0.0,0.0007823118840977474,0.11905134192361067,0.0
1,252,2010-07-02T00:00:00,2011-09-28T00:00:00,2011-09-29T00:00:00,2012-04-03T00:00:00,14,3,Cboe Volatility Index | S&P/BMV IPC | EUR-SEK X-RATE,oas_shrinkage,,unconstrained,1.3447526134783658e-05,6.85013205964351e-05,0.13138619710723667,5.093971925382478,-6.122743473950592,5.399153252850924,0.15790596386231145,5.399153252850924,True,False,0.0008727073873608683,0.13138619710723667,0.0,0.0008727073873608683,0.13138619710723667,0.0,0.0008727073873608683,0.13138619710723667,0.0
1,252,2010-07-02T00:00:00,2011-09-28T00:00:00,2011-09-29T00:00:00,2012-04-03T00:00:00,14,3,Cboe Volatility Index | S&P/BMV IPC | EUR-SEK X-RATE,nonlinear_shrinkage_qis,,unconstrained,2.162200384855409e-05,4.0360829318512e-05,0.10085102373434304,1.8666553572559381,-8.875143707845261,3.163493733239034,0.08620926152824755,3.163493733239034,True,False,0.0005228094070223299,0.10085102373434304,0.0,0.0005228094070223299,0.10085102373434304,0.0,0.0005228094070223299,0.10085102373434304,0.0
1,252,2010-07-02T00:00:00,2011-09-28T00:00:00,2011-09-29T00:00:00,2012-04-03T00:00:00,14,3,Cboe Volatility Index | S&P/BMV IPC | EUR-SEK X-RATE,pca_matched,,unconstrained,1.000205437792048e-05,5.583520547392781e-05,0.11861901946749437,5.582373716862002,-5.930346331415632,2.61896477856057,0.08528774774396283,2.61896477856057,True,False,0.0002588200758775517,0.11861901946749437,0.0,0.0002588200758775517,0.11861901946749437,0.0,0.0002588200758775517,0.11861901946749437,0.0
1,252,2010-07-02T00:00:00,2011-09-28T00:00:00,2011-09-29T00:00:00,2012-04-03T00:00:00,14,3,Cboe Volatility Index | S&P/BMV IPC | EUR-SEK X-RATE,pca_plus_two,,unconstrained,1.0667128645829129e-05,6.454121535457225e-05,0.1275319029472712,6.050476890030572,-5.397866744193479,2.7301995862825246,0.08861272360015496,2.7301995862825246,True,False,0.0001707821296966294,0.1275319029472712,0.0,0.0001707821296966294,0.1275319029472712,0.0,0.0001707821296966294,0.1275319029472712,0.0
1,252,2010-07-02T00:00:00,2011-09-28T00:00:00,2011-09-29T00:00:00,2012-04-03T00:00:00,14,3,Cboe Volatility Index | S&P/BMV IPC | EUR-SEK X-RATE,poet_soft_c0_5,,unconstrained,1.4351911043477665e-05,4.531589979610198e-05,0.10686256008826338,3.1574819310698095,-7.994145519794164,2.7502278395737423,0.09670797104808479,2.7502278395737423,True,False,0.00045919973076363133,0.10686256008826338,0.0,0.00045919973076363133,0.10686256008826338,0.0,0.00045919973076363133,0.10686256008826338,0.0
1,252,2010-07-02T00:00:00,2011-09-28T00:00:00,2011-09-29T00:00:00,2012-04-03T00:00:00,14,3,Cboe Volatility Index | S&P/BMV IPC | EUR-SEK X-RATE,structured_q0,,unconstrained,1.2352980266902969e-05,5.692723163042105e-05,0.11977337922454265,4.608380358458498,-6.693232848385956,2.501589900029984,0.10241749122966358,2.501589900029984,True,False,0.00018439605748940316,0.11977337922454266,0.0,0.00018439605748940316,0.11977337922454266,0.0,0.00018439605748940316,0.11977337922454266,0.0
